nuevo	nove
agrio	acre
cautelar	preventive
grandioso	grandiose
recíproco	reciproc
acogedor	accolligente
discursivo	discursive
insatisfecho	insatisfacte
penetrante	penetrante
alentador	incoragiante
multitudinario	massive
reconocible	recognoscibile
anglosajón	anglosaxon
descubierto	discoperite
indiscriminado	indiscriminate
extravagante	extravagante
textual	textual
bienvenido	benvenite
aplicado	applicate
pediátrico	pediatric
atípico	atypic
psicosocial	psychosocial
nominal	nominal
portador	portatori
deslumbrante	offuscante
despreciable	dispreciabile
colosal	colossal
ronco	rauc
intangible	intangibile
automotriz	automotor
aduanero	doanal
integrador	integratori
ortodoxo	orthodoxe
desfavorable	disfavorabile
irresistible	irresistibile
londinense	londonese
uterino	uterin
generador	generante
clasificatorio	classificatori
biográfico	biographic
burlón	burlante
marciano	martian
pintoresco	pictoresc
asistido	assistite
derivado	derivate
ignorante	ignorante
invasor	invadente
pegajoso	collose
par	par
compulsivo	compulsive
peatonal	pedonal
interpersonal	interpersonal
extensivo	extensive
árido	aride
imperioso	imperiose
obsceno	obscen
febril	febril
penúltimo	penultime
sugerente	suggerente
ocupacional	occupational
estacional	stational
expectante	expectante
insostenible	insustenibile
blindado	blindate
finito	finite
inalcanzable	inattingibile
asequible	accessibile
soleado	soleate
laico	laic
literal	litteral
bilingüe	bilingue
dispar	dispare
paciente	patiente
celestial	celestial
motor	motor
benigno	benigne
explicativo	explicative
constitutivo	constitutive
sumergido	submergite
interdisciplinario	interdisciplinari
multicolor	multicolor
previsto	previste
hispánico	hispanic
torcido	torquite
insistente	insistente
ornamental	ornamental
ultravioleta	ultraviolette
afgano	afghan
desaparecido	disparite
parejo	simile
paramilitar	paramilitar
neuronal	neuronal
amigable	amicabile
indeseable	indesirabile
marcial	martial
vicioso	vitiose
picante	piccante
triunfal	triumphal
independentista	independentista
multidisciplinario	multidisciplinari
nublado	obnubilate
terrenal	terren
interinstitucional	interinstitutional
restrictivo	restrictive
sandinista	sandinista
accidental	accidental
diurno	diurne
dominical	dominical
saliente	saliente
azucarero	sucrer
suramericano	sudamerican
pausado	pausate
urinario	urinari
perenne	perenne
vergonzoso	vergoniose
risueño	surridente
arancelario	doanal
aterrador	atterrante
pasajero	passante
peninsular	peninsular
conmemorativo	commemorative
fílmico	filmic
innato	innate
adyacente	adjacente
colorido	colorate
vaginal	vaginal
naciente	nascente
bipolar	bipolar
flotante	flotante
furtivo	furtive
funerario	funerari
avergonzado	vergoniate
imaginativo	imaginative
anímico	psychic
contributivo	contributive
desproporcionado	disproportionate
insospechado	insuspecte
plenario	plenari
taurino	taurin
ameno	amene
discriminatorio	discriminatori
sudoroso	sudative
aliado	alliate
conyugal	conjugal
aragonés	aragonese
insular	insular
elástico	elastic
imprevisible	imprevisibile
vanguardista	vanguardista
danés	danese
eufórico	euphoric
táctil	tactile
gótico	gothic
intuitivo	intuitive
checo	chec
inmaterial	immaterial
impredecible	imprevisibile
militante	militante
morfológico	morphologic
frondoso	frondose
banal	banal
hereditario	hereditari
trivial	trivial
asqueroso	disgustose
inhumano	inhuman
tolerante	tolerante
forzoso	fortiate
franquista	franchista
desgraciado	disgratiate
intolerable	intolerabile
carnal	carnal
repetitivo	repetitive
confortable	confortabile
inconcluso	incomplete
utópico	utopic
manso	mansuete
imperante	imperante
light	leve
esquivo	elusive
sevillano	sevillan
dialéctico	dialectic
hermético	hermetic
pesimista	pessimista
radiactivo	radioactive
igualitario	equalitari
incontrolable	incontrolabile
federativo	federative
pastoral	pastoral
predilecto	preferite
negociador	negotiante
oceánico	oceanic
analógico	analogic
expansivo	expansive
polvoriento	pulverulente
totalitario	totalitari
arrogante	arrogante
consultivo	consultative
gástrico	gastric
anatómico	anatomic
deseoso	desirose
incontable	innumerabile
repugnante	repugnante
abusivo	abusive
humeante	fumose
colateral	collateral
grosero	grossier
hispanoamericano	hispanoamerican
parisino	parisian
fructífero	fructifere
tenebroso	tenebrose
sumiso	submisse
astuto	astute
limitante	limitante
piadoso	pietose
cutáneo	cutanee
desastroso	disastrose
fraudulento	fraudulente
invasivo	invasive
bucal	buccal
deliberado	deliberate
irrelevante	irrelevante
náutico	nautic
lucrativo	lucrative
anticonceptivo	anticonceptive
escocés	scotese
cobarde	coarde
dietético	dietetic
ingrato	ingrate
reluciente	relucente
tridimensional	tridimensional
curativo	curative
conductor	conductor
distraído	distracte
fundacional	constitutive
pardo	brun
desmesurado	dismesurate
cuantioso	considerabile
enfermizo	infirme
multinacional	multinational
inoportuno	inopportun
populista	populista
sustantivo	substantial
pontificio	pontifical
voluminoso	voluminose
vespertino	vespertin
especulativo	speculative
biomédico	biomedic
especialista	specialista
imbécil	imbecille
castrense	militar
malicioso	malitiose
recóndito	recondite
reformista	reformista
perceptible	perceptibile
articulado	articulate
rudo	rude
tácito	tacite
contractual	contractual
envidiable	invidiabile
fetal	fetal
subyacente	subjacente
palpable	palpabile
desafortunado	infortunate
destacable	distaccabile
acusado	accusate
relleno	plen
cabal	plen
centenario	centenari
arbitral	arbitral
volátil	volatile
concerniente	concernente
merecedor	meritante
entrante	entrante
inaccesible	inaccessibile
inmaculado	immaculate
aviar	aviari
maternal	maternal
dilatado	dilatate
esbelto	svelte
circundante	circunferente
angustioso	angustiante
infalible	infallibile
suculento	succulente
cualificado	qualificate
ambulatorio	ambulatori
incuestionable	indiscutibile
carcelario	carcerari
categórico	categoric
asiduo	assidue
jurisdiccional	jurisdictional
parroquial	parochial
agotador	exhauriente
hidrográfico	hydrographic
programático	programmatic
calvo	calve
centígrado	centigrade
policiaco	policiari
neutral	neutral
anticorrupción	anticorruption
excitante	excitante
matinal	matinal
vinculante	associante
mariano	marian
venenoso	venenose
intercultural	intercultural
preferente	preferente
lector	legente
medular	medullar
armonioso	harmoniose
llano	plan
descabellado	scalpate
verdoso	verdose
coyuntural	conjunctural
proclive	proclive
secular	secular
vibrante	vibrante
pornográfico	pornographic
colaborador	collaboratori
patronal	patronal
gringo	gringo
ártico	arctic
raso	rase
coordinador	coordinatori
odioso	odiose
bovino	bovin
diabético	diabetic
gaseoso	gaseose
sureño	sudista
nostálgico	nostalgic
terco	obstinate
crediticio	de credito
ínfimo	infime
estridente	stridente
itinerante	itinerante
automovilístico	automobilistic
temerario	temerari
errático	erratic
afirmativo	affirmative
precolombino	precolumbian
póstumo	posthume
indeterminado	indeterminate
infrarrojo	infrarubie
coreano	corean
momentáneo	momentanee
plácido	placite
preferencial	preferential
folklórico	folkloric
rabioso	rabiose
agroalimentario	agroalimentari
aristocrático	aristocratic
espinoso	spinose
boscoso	boscose
castaño	castanie
desconcertante	disconcertante
dirigente	dirigente
falto	mancante
macizo	solide
serbio	serbe
burdo	grossier
complutense	complutese
viudo	vidue
riesgoso	riscose
arcaico	archaic
ingente	enorme
injustificado	injustificate
nipón	nippon
anaranjado	orange
argumental	argumentative
añejo	vetere
cínico	cynic
comestible	comestibile
irrepetible	irrepetibile
maltrecho	maltractate
rumano	ruman
humillante	humiliante
inconstitucional	inconstitutional
histérico	hysteric
imperfecto	imperfecte
panorámico	panoramic
sexy	sexy
ininterrumpido	ininterrumpite
cordobés	cordobese
focal	focal
gratificante	gratificante
lanzado	lanceate
tosco	rude
presupuestal	budgetari
cauteloso	caute
alado	alate
inocuo	innocue
escéptico	sceptic
hindú	hindu
invencible	invincibile
peludo	pilose
libanés	libanese
posmoderno	postmoderne
estilístico	stilistic
ilustrativo	illustrative
embrionario	embryonari
sórdido	sordide
inapropiado	inappropriate
inflamatorio	inflammatori
oncológico	oncologic
prenatal	prenatal
presencial	presential
humanista	humanista
infame	infame
perturbador	perturbante
machista	machista
intencionado	intentionate
recio	robuste
volador	volatori
fortuito	fortuite
tenaz	tenace
concluyente	concludente
preescolar	prescholar
pirata	piratic
rancio	rancide
limítrofe	limitrophe
veterinario	veterinari
virtuoso	virtuose
apocalíptico	apocalyptic
apreciable	appreciabile
gitano	tsigan
humorístico	humoristic
afamado	affamate
inclusivo	inclusive
inconcebible	inconcipibile
tripartito	tripartite
enésimo	enesime
improviso	improvise
magro	magre
sedentario	sedentari
basal	basal
carnoso	carnose
resuelto	resolute
exuberante	exuberante
fecundo	fecunde
inhibidor	inhibente
dócil	docile
enfático	emphatic
manufacturero	manufacturari
epistemológico	epistemologic
horrendo	horrende
impasible	impassibile
irremediable	irremediabile
reseco	desiccate
laborioso	laboriose
gastrointestinal	gastrointestinal
guerrero	guerrier
endógeno	endogene
obediente	obediente
todopoderoso	omnipotente
prehistórico	prehistoric
complaciente	complacente
excéntrico	excentric
sinuoso	sinuose
consabido	cognite
fanático	fanatic
homónimo	homonyme
escultórico	sculptural
interanual	interannual
binario	binari
cosmopolita	cosmopolita
decimonónico	octocentista
paradigmático	paradigmatic
prolífico	prolific
radiofónico	radiophonic
veraniego	estive
cafetero	caffeter
patógeno	pathogene
teológico	theologic
verosímil	verossimile
mezquino	meschin
carismático	charismatic
primigenio	primitive
adelantado	anticipate
norteño	nordista
asimétrico	asymmetric
esperanzador	incoragiante
habanero	havanese
tribal	tribal
inimaginable	inimaginabile
antidroga	antidroga
infeliz	infelice
irreparable	irreparabile
estupefacto	stupefacte
ontológico	ontologic
mono	mono
desamparado	abandonate
triunfante	triumphante
plagado	plagate
condicional	conditional
difunto	defuncte
single	singule
coqueto	coquette
inexorable	inexorabile
pasional	passional
incontenible	irrefrenabile
disparatado	disparate
fatídico	fatidic
islamista	islamitic
versátil	versatile
insuperable	insuperabile
metafórico	metaphoric
inmoral	immoral
mundialista	mundialista
diabólico	diabolic
inaudito	inaudite
gélido	gelide
sarcástico	sarcastic
tieso	tense
fantasmal	phantasmal
ocioso	otiose
azaroso	hasardose
melódico	melodic
nórdico	nordic
antagónico	antagonistic
mapuche	mapuche
asociativo	associative
impropio	improprie
intencional	intentional
arenoso	arenose
cíclico	cyclic
operacional	operational
tupido	ingorgate
cuadro	quadrate
inactivo	inactive
zurdo	sinistre
comunicacional	communicational
sugestivo	suggestive
cibernético	cybernetic
estival	estival
subsidiario	subsidiari
cursi	kitsch
bondadoso	benevole
ceremonial	ceremonial
inmutable	immutabile
porcino	porcin
altivo	altiate
instintivo	instinctive
conductual	comportamental
insaciable	insatiabile
predecible	predicibile
airoso	aereose
patriarcal	patriarchal
coincidente	coincidente
renacentista	del Renascentia
incrédulo	incredule
relacional	relational
mundano	mundan
acabado	finite
simétrico	symmetric
californiano	californian
doctoral	doctoral
cantábrico	cantabric
tumoral	tumoral
genital	genital
noruego	norvegian
separado	separate
barcelonés	barcelonese
combativo	combattive
computacional	computational
adicto	dependente
beneficiario	beneficiari
funesto	funeste
salvador	salvante
neoclásico	neoclassic
adoptivo	adoptive
defectuoso	defectuose
discutible	discutibile
ilegítimo	illegitime
provocador	provocante
antioxidante	antioxydante
cauto	caute
ebrio	ebrie
bioquímico	biochimic
diestro	dextere
hebreo	hebree
libertario	libertari
ensimismado	introspective
accidentado	accidentate
imperativo	imperative
incomparable	incomparabile
ineficiente	inefficiente
acuoso	aquose
húngaro	hungare
sicológico	psychologic
inmejorable	optime
mellitus	mellitus
mitológico	mythologic
disímil	dissimile
floral	floral
leso	lese
omnipresente	omnipresente
pecuario	pecuari
azulado	blauastre
corpulento	corpulente
cortés	cortese
decadente	decadente
agroindustrial	agroindustrial
libio	libyan
filial	filial
gozoso	gaudiose
cosmético	cosmetic
referencial	referential
hemorrágico	hemorrhagic
microscópico	microscopic
onírico	oniric
perezoso	pigre
exiguo	exigue
tedioso	tediose
alucinante	hallucinante
acre	acre
omiso	negligente
inhóspito	inhospital
blanquecino	blancastre
indigno	indigne
aeróbico	aerobic
demoledor	demoliente
desolador	desolante
envolvente	involvente
rudimentario	rudimentari
vigilante	vigilante
decepcionante	disappunctante
biotecnológico	biotechnologic
lícito	licite
teresa	theresian
coreográfico	choreographic
desprevenido	inadvertite
etéreo	etheree
opcional	optional
etnográfico	ethnographic
anticuado	antiquate
fulminante	fulminante
microbiano	microbian
dorsal	dorsal
descentralizado	discentralisate
diáfano	diaphane
agónico	agonic
protestante	protestante
impotente	impotente
inservible	inservibile
turbulento	turbulente
vacuno	bovin
fecal	fecal
amenazador	menaciante
angular	angular
horroroso	horribile
conocedor	cognoscente
impenetrable	impenetrabile
osado	osate
punzante	pungente
testimonial	testimonial
petrolífero	petrolifere
pulcro	polite
retrospectivo	retrospective
estatutario	statutari
anómalo	anomale
transformador	transformante
ahumado	fumate
anexo	annexe
lánguido	languite
sinónimo	synonyme
comprimido	comprimite
horario	horari
adictivo	addictive
circunstancial	circumstantial
inviable	inviabile
regresivo	regressive
inflacionario	inflationari
cognoscitivo	cognoscitive
constructor	constructor
hipócrita	hypocrita
inefable	ineffabile
prolijo	prolixe
invicto	invicte
logrado	succedite
lectivo	scholar
reacio	reluctante
gobernador	governante
jubilado	jubilate
aparatoso	pompose
indocumentado	indocumentate
infructuoso	infructuose
estrellado	collidite
vacante	vacante
geopolítico	geopolitic
sacro	sacre
figurativo	figurative
afectuoso	affectuose
frívolo	frivole
germano	german
mentiroso	mentiente
refrescante	refrescante
gramatical	grammatical
cabizbajo	postrate
moribundo	moribunde
torrencial	torrential
provechoso	profitabile
degradado	degradate
métrico	metric
receptivo	receptive
superfluo	superflue
terciario	tertiari
anecdótico	anecdotic
automotor	automotor
deforme	deforme
limeño	limese
canoso	grisastre
fracasado	fracassate
insigne	insigne
imperdonable	impardonabile
impune	impunite
tortuoso	tortuose
